331,997,V,TEX,MHARRISON-L,0,0,0,0,0,2,0,0,0,2,-160,-170,8.5,-110,8.5,-105
331,998,H,HOU,BNORRIS-R,0,0,0,2,2,3,0,1,x,8,140,150,8.5,-110,8.5,-115
401,901,V,MIA,RNOLASCO-R,0,0,0,0,0,0,0,0,0,0,207,230,7,-107,7,-120
401,902,H,WAS,STRASBURG-R,1,0,0,1,0,0,0,0,x,2,-247,-270,7,-113,7,100
401,903,V,SDG,EVOLQUEZ-R,0,0,1,0,0,1,0,0,0,2,118,122,7.5,103,7.5,-105
401,904,H,NYM,JNIESE-L,0,2,2,3,0,0,4,0,x,11,-138,-142,7.5,-123,7.5,-115
401,905,V,CUB,SAMARDZIJA-R,2,0,0,0,0,1,0,0,0,3,105,106,7.5,-103,7,-110
401,906,H,PIT,ABURNETT-R,0,0,0,0,0,0,0,0,1,1,-125,-126,7.5,-117,7,-110
401,907,V,COL,JCHACIN-R,0,0,2,0,1,0,0,0,1,4,118,130,7.5,-110,8,-115
401,908,H,MIL,YGALLARDO-R,0,0,1,0,0,0,0,3,0,5,-138,-150,7.5,-110,8,-105
401,909,V,SFO,MCAIN-R,0,0,0,0,0,0,0,0,0,0,138,130,6,-115,6,-115
401,910,H,LOS,CKERSHAW-L,0,0,0,0,0,0,0,4,x,4,-158,-150,6,-105,6,-105
401,911,V,PHI,CHAMELS-L,0,0,0,1,2,0,1,1,0,5,-105,-113,7,-105,7,110
401,912,H,ATL,THUDSON-R,2,1,1,0,1,2,0,0,x,7,-115,-107,7,-115,7,-130
401,913,V,STL,WAINWRIGHT-R,1,0,0,0,0,0,1,0,0,2,-114,-109,8.5,-109,9,100
401,914,H,ARI,IKENNEDY-R,0,0,0,3,1,0,2,0,x,6,-106,-111,8.5,-111,9,-120
401,915,V,BOS,JLESTER-L,0,4,0,0,0,0,1,0,3,8,111,-110,8,-113,8,-105
401,916,H,NYY,CSABATHIA-L,0,0,0,2,0,0,0,0,0,2,-131,-110,8,-107,8,-115
401,917,V,KAN,JSHIELDS-R,0,0,0,0,0,0,0,0,0,0,111,115,7.5,-107,7,-105
401,918,H,CWS,CSALE-L,0,0,0,0,1,0,0,0,x,1,-131,-135,7.5,-113,7,-115
401,919,V,DET,VERLANDER-R,2,1,0,0,0,0,0,1,0,4,-185,-183,7.5,103,7,-105
401,920,H,MIN,VWORLEY-R,0,0,0,0,0,1,1,0,0,2,165,163,7.5,-123,7,-115
401,921,V,SEA,FHERNANDZ-R,0,0,0,0,2,0,0,0,0,2,-114,-110,6.5,-103,6.5,-105
401,922,H,OAK,BANDERSON-L,0,0,0,0,0,0,0,0,0,0,-106,-110,6.5,-117,6.5,-115
401,923,V,LAA,JWEAVER-R,0,0,1,0,0,0,0,0,0,3,-111,-109,7.5,-103,7.5,100
401,924,H,CIN,JCUETO-R,0,0,1,0,0,0,0,0,0,1,-109,-111,7.5,-117,7.5,-120
402,951,V,COL,DELAROSA-L,0,1,1,0,2,0,3,1,0,8,117,133,8,-110,8.5,-125
402,952,H,MIL,MESTRADA-R,0,2,2,0,0,0,0,0,0,4,-137,-153,8,-110,8.5,105
402,953,V,STL,JGARCIA-L,0,0,0,1,0,2,3,0,0,6,102,-109,9,-113,9,-105
402,954,H,ARI,TCAHILL-R,0,1,0,0,0,0,0,0,0,1,-122,-111,9,-107,9,-115
402,955,V,SFO,BUMGARNER-L,0,0,0,1,0,0,2,0,0,3,-111,-105,6.5,-113,7,-105
402,956,H,LOS,HRYU-L,0,0,0,0,0,0,0,0,0,0,-109,-105,6.5,-107,7,-115
402,957,V,BAL,JHAMMEL-R,2,0,0,0,0,0,5,0,0,7,144,150,7,-108,6.5,-120
402,958,H,TAM,DPRICE-L,0,0,0,1,0,2,0,1,0,4,-164,-170,7,-112,6.5,100
402,959,V,CLE,MASTERSON-R,0,2,0,0,2,0,0,0,0,4,150,160,8,-110,8.5,-115
402,960,H,TOR,RDICKEY-R,0,0,1,0,0,0,0,0,0,1,-170,-180,8,-110,8.5,-105
402,961,V,TEX,YDARVISH-R,0,0,1,0,0,0,2,2,2,7,-192,-180,8,-105,8,100
402,962,H,HOU,LHARRELL-R,0,0,0,0,0,0,0,0,0,0,172,160,8,-115,8,-120
402,963,V,SEA,HIWAKUMA-R,0,0,3,0,1,0,1,1,1,7,119,112,7,-110,7,-125
402,964,H,OAK,JPARKER-R,0,1,0,0,0,0,0,0,0,1,-139,-132,7,-110,7,105
403,901,V,MIA,KSLOWEY-R,0,0,0,0,0,0,0,0,0,0,220,210,7,-113,7,-110
403,902,H,WAS,GGONZALEZ-L,0,0,0,0,1,0,1,1,x,3,-260,-250,7,-107,7,-110
403,903,V,CUB,EJACKSON-R,0,0,0,0,0,0,0,0,0,0,110,118,7,-113,6.5,-115
403,904,H,PIT,WRODRIGUZ-L,0,0,0,2,0,0,1,0,x,3,-130,-138,7,-107,6.5,-105
403,905,V,SDG,CRICHARD-L,0,0,0,0,0,0,0,1,3,4,119,124,7,-108,7,-110
403,906,H,NYM,MHARVEY-R,0,2,0,2,4,0,0,0,x,8,-139,-144,7,-112,7,-110
403,907,V,PHI,RHALLADAY-R,0,0,0,0,0,0,2,0,0,2,-106,120,7.5,103,7,-120
403,908,H,ATL,PMAHOLM-L,3,0,0,4,0,0,0,2,x,9,-114,-140,7.5,-123,7,100
403,909,V,COL,JNICASIO-R,0,2,0,0,2,0,0,0,3,7,105,115,8.5,-108,8.5,-110
403,910,H,MIL,WPERALTA-R,0,0,2,0,0,0,1,0,0,3,-125,-135,8.5,-112,8.5,-110
403,911,V,STL,LLYNN-R,0,0,4,0,0,3,1,0,0,9,-107,-113,9,-105,9,-110
403,912,H,ARI,BMCCARTHY-R,1,0,0,0,4,2,0,1,0,10,-113,-107,9,-115,9,-110
403,913,V,SFO,TLINCECUM-R,0,0,4,0,0,1,0,0,0,5,110,108,6.5,-110,7,-125
403,914,H,LOS,JBECKETT-R,1,0,0,0,1,1,0,0,0,3,-130,-128,6.5,-110,7,105
403,915,V,KAN,ESANTANA-R,0,0,1,0,0,1,0,0,0,2,117,120,7.5,-123,7.5,-105
403,916,H,CWS,JPEAVY-R,0,1,1,2,0,0,1,0,x,5,-137,-140,7.5,103,7.5,-115
403,917,V,TEX,AOGANDO-R,0,0,0,0,0,1,0,3,0,4,-185,-170,8.5,-103,8.5,-115
403,918,H,HOU,PHUMBER-R,0,0,0,0,0,0,0,0,0,0,165,150,8.5,-117,8.5,-105
403,919,V,DET,ASANCHEZ-R,0,0,1,0,1,0,0,0,0,2,-144,-150,8,-105,8.5,-105
403,920,H,MIN,KCORREIA-R,0,0,0,0,0,0,1,0,2,3,124,130,8,-115,8.5,-115
403,921,V,CLE,UJIMENEZ-R,0,0,1,0,0,0,0,1,0,3,155,150,8.5,-113,9,-120
403,922,H,TOR,BMORROW-R,0,0,1,0,0,0,0,0,1,2,-175,-170,8.5,-107,9,100
403,923,V,BOS,CBUCHHOLZ-R,1,1,4,0,0,1,0,0,0,7,-107,-102,8,-105,7.5,-105
